c,rb,pl
https://data.naa.gov.au/def/agift/Open-government,https://data.naa.gov.au/def/agift/GOVERNANCE,Open government
https://data.naa.gov.au/def/agift/Overseas-aid-programs,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Overseas aid programs
https://data.naa.gov.au/def/agift/Overseas-promotion,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Overseas promotion
https://data.naa.gov.au/def/agift/Overseas-skills-recognition,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,Overseas skills recognition
https://data.naa.gov.au/def/agift/Overseas-student-scholarship-programs,https://data.naa.gov.au/def/agift/Overseas-aid-programs,Overseas student scholarship programs
https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,,PRIMARY INDUSTRIES
https://data.naa.gov.au/def/agift/Park-and-reserve-services,https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,Park and reserve services
https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,https://data.naa.gov.au/def/agift/GOVERNANCE,Parliamentary chamber support
https://data.naa.gov.au/def/agift/Parliamentary-committee-and-member-support,https://data.naa.gov.au/def/agift/GOVERNANCE,Parliamentary committee and member support
https://data.naa.gov.au/def/agift/Parliamentary-papers,https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,Parliamentary papers
https://data.naa.gov.au/def/agift/Passenger-services,https://data.naa.gov.au/def/agift/TRANSPORT,Passenger services
https://data.naa.gov.au/def/agift/Passport-services,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Passport services
https://data.naa.gov.au/def/agift/Pastoral-industry,https://data.naa.gov.au/def/agift/Marine-and-rural-support,Pastoral industry
https://data.naa.gov.au/def/agift/Patent-rights-management,https://data.naa.gov.au/def/agift/Intellectual-property-management,Patent rights management
https://data.naa.gov.au/def/agift/Patient-care,https://data.naa.gov.au/def/agift/Hospital-services,Patient care
https://data.naa.gov.au/def/agift/Payments-management,https://data.naa.gov.au/def/agift/Financial-system-management,Payments management
https://data.naa.gov.au/def/agift/Peacekeeping-forces,https://data.naa.gov.au/def/agift/External-security,Peacekeeping forces
https://data.naa.gov.au/def/agift/Permanent-entry-arrangements,https://data.naa.gov.au/def/agift/Travel-authorisation,Permanent entry arrangements
https://data.naa.gov.au/def/agift/Personnel-safety-standards,https://data.naa.gov.au/def/agift/Ship-personnel,Personnel safety standards
https://data.naa.gov.au/def/agift/Pharmaceutical-and-drug-support,https://data.naa.gov.au/def/agift/Hospital-services,Pharmaceutical and drug support
https://data.naa.gov.au/def/agift/Physical-sciences,https://data.naa.gov.au/def/agift/SCIENCE,Physical sciences
https://data.naa.gov.au/def/agift/Physiology,https://data.naa.gov.au/def/agift/Biological-sciences,Physiology
https://data.naa.gov.au/def/agift/Pilotage-management,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Pilotage management
https://data.naa.gov.au/def/agift/Place-names,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Place names
https://data.naa.gov.au/def/agift/Plant-breeders-rights-management,https://data.naa.gov.au/def/agift/Intellectual-property-management,Plant breeders' rights management
https://data.naa.gov.au/def/agift/Police-administration,https://data.naa.gov.au/def/agift/Law-enforcement,Police administration
https://data.naa.gov.au/def/agift/Pollutant-prevention-programs,https://data.naa.gov.au/def/agift/ENVIRONMENT,Pollutant prevention programs
https://data.naa.gov.au/def/agift/Pollution-emission-control,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Pollution emission control
https://data.naa.gov.au/def/agift/Population-based-research,https://data.naa.gov.au/def/agift/Medical-research,Population-based research
https://data.naa.gov.au/def/agift/Port-regulation,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Port regulation
https://data.naa.gov.au/def/agift/Postal-services,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Postal services
https://data.naa.gov.au/def/agift/Practitioner-discipline,https://data.naa.gov.au/def/agift/Health-protocol-administration,Practitioner discipline
https://data.naa.gov.au/def/agift/Practitioner-registration,https://data.naa.gov.au/def/agift/Health-protocol-administration,Practitioner registration
https://data.naa.gov.au/def/agift/Preparation-of-legislative-regulations,https://data.naa.gov.au/def/agift/Legislative-drafting,Preparation of legislative regulations
https://data.naa.gov.au/def/agift/Presentation-arrangements,https://data.naa.gov.au/def/agift/Citizenship,Presentation arrangements
https://data.naa.gov.au/def/agift/Preservation-services--,https://data.naa.gov.au/def/agift/Collection-management--,Preservation services
https://data.naa.gov.au/def/agift/Prices-surveillance,https://data.naa.gov.au/def/agift/Fair-trading-compliance,Prices surveillance
https://data.naa.gov.au/def/agift/Primary-health-care,https://data.naa.gov.au/def/agift/Community-health-services,Primary health care
https://data.naa.gov.au/def/agift/Privacy,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Privacy
https://data.naa.gov.au/def/agift/Probate-applications,https://data.naa.gov.au/def/agift/Civil-law,Probate applications
https://data.naa.gov.au/def/agift/Product-safety,https://data.naa.gov.au/def/agift/Fair-trading-compliance,Product safety
https://data.naa.gov.au/def/agift/Productivity,https://data.naa.gov.au/def/agift/Resource-management,Productivity
https://data.naa.gov.au/def/agift/Professional-accreditation,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Professional accreditation
https://data.naa.gov.au/def/agift/Prohibited-export-control,https://data.naa.gov.au/def/agift/Export-regulation,Prohibited export control
https://data.naa.gov.au/def/agift/Prohibited-import-control,https://data.naa.gov.au/def/agift/Import-regulation,Prohibited import control
https://data.naa.gov.au/def/agift/Prosecution-services,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Prosecution services
https://data.naa.gov.au/def/agift/Protective-services,https://data.naa.gov.au/def/agift/Law-enforcement,Protective services
https://data.naa.gov.au/def/agift/Public-administration,https://data.naa.gov.au/def/agift/GOVERNANCE,Public administration
https://data.naa.gov.au/def/agift/Public-borrowing,https://data.naa.gov.au/def/agift/Fiscal-policy,Public borrowing
https://data.naa.gov.au/def/agift/Public-debt,https://data.naa.gov.au/def/agift/Fiscal-policy,Public debt
https://data.naa.gov.au/def/agift/Public-expenditure,https://data.naa.gov.au/def/agift/Fiscal-policy,Public expenditure
https://data.naa.gov.au/def/agift/Public-fitness-promotion,https://data.naa.gov.au/def/agift/Community-recreational-programs,Public fitness promotion
https://data.naa.gov.au/def/agift/Public-health-services,https://data.naa.gov.au/def/agift/HEALTH-CARE,Public health services
https://data.naa.gov.au/def/agift/Public-housing,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Public housing
https://data.naa.gov.au/def/agift/Public-housing-construction,https://data.naa.gov.au/def/agift/Public-housing,Public housing construction
https://data.naa.gov.au/def/agift/Public-housing-design,https://data.naa.gov.au/def/agift/Public-housing,Public housing design
https://data.naa.gov.au/def/agift/Public-housing-entitlements,https://data.naa.gov.au/def/agift/Accommodation-services,Public housing entitlements
https://data.naa.gov.au/def/agift/Public-housing-maintenance,https://data.naa.gov.au/def/agift/Public-housing,Public housing maintenance
https://data.naa.gov.au/def/agift/Public-land-management,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Public land management
https://data.naa.gov.au/def/agift/Public-service,https://data.naa.gov.au/def/agift/Public-administration,Public service
https://data.naa.gov.au/def/agift/Public-transport,https://data.naa.gov.au/def/agift/TRANSPORT,Public transport
https://data.naa.gov.au/def/agift/Publicity-programs--,https://data.naa.gov.au/def/agift/Collection-promotion--,Publicity programs
https://data.naa.gov.au/def/agift/Publishing,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Publishing
https://data.naa.gov.au/def/agift/Publishing-standards,https://data.naa.gov.au/def/agift/Publishing,Publishing standards
https://data.naa.gov.au/def/agift/Quarantine,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Quarantine
https://data.naa.gov.au/def/agift/Radiation-protection,https://data.naa.gov.au/def/agift/Public-health-services,Radiation protection
https://data.naa.gov.au/def/agift/Radio-broadcasting,https://data.naa.gov.au/def/agift/Broadcasting,Radio broadcasting
https://data.naa.gov.au/def/agift/Radio-communication,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Radio communication
https://data.naa.gov.au/def/agift/Rail-harmonisation-standards,https://data.naa.gov.au/def/agift/Rail-transport,Rail harmonisation standards
https://data.naa.gov.au/def/agift/Rail-land-acquisition-regulation,https://data.naa.gov.au/def/agift/Rail-transport,Rail land acquisition regulation
https://data.naa.gov.au/def/agift/Rail-transport,https://data.naa.gov.au/def/agift/TRANSPORT,Rail transport
https://data.naa.gov.au/def/agift/Rail-transport-safety,https://data.naa.gov.au/def/agift/Rail-transport,Rail transport safety
https://data.naa.gov.au/def/agift/Railway-maintenance,https://data.naa.gov.au/def/agift/Rail-transport,Railway maintenance
https://data.naa.gov.au/def/agift/Recordkeeping-standards,https://data.naa.gov.au/def/agift/Administrative-law,Recordkeeping standards
https://data.naa.gov.au/def/agift/Recreational-park-management,https://data.naa.gov.au/def/agift/Public-land-management,Recreational park management
https://data.naa.gov.au/def/agift/Recruitment-programs,https://data.naa.gov.au/def/agift/Human-resources-development,Recruitment programs
https://data.naa.gov.au/def/agift/Reference-services--,https://data.naa.gov.au/def/agift/Collection-access--,Reference services
https://data.naa.gov.au/def/agift/Refuge-support,https://data.naa.gov.au/def/agift/Accommodation-services,Refuge support
https://data.naa.gov.au/def/agift/Refugee-services,https://data.naa.gov.au/def/agift/IMMIGRATION,Refugee services
https://data.naa.gov.au/def/agift/Regional-development,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Regional development
https://data.naa.gov.au/def/agift/Remuneration-review,https://data.naa.gov.au/def/agift/Industrial-awards-and-conditions,Remuneration review
https://data.naa.gov.au/def/agift/Renewable-energy-development,https://data.naa.gov.au/def/agift/Energy-resources,Renewable energy development
https://data.naa.gov.au/def/agift/Rescue-coordination,https://data.naa.gov.au/def/agift/Search-and-rescue,Rescue coordination
https://data.naa.gov.au/def/agift/Reserves,https://data.naa.gov.au/def/agift/Australian-Defence-Forces,Reserves
https://data.naa.gov.au/def/agift/Residential-services,https://data.naa.gov.au/def/agift/Special-needs-services,Residential services
https://data.naa.gov.au/def/agift/Resource-management,https://data.naa.gov.au/def/agift/FINANCE-MANAGEMENT,Resource management
https://data.naa.gov.au/def/agift/Retail-postal-services,https://data.naa.gov.au/def/agift/Postal-services,Retail postal services
https://data.naa.gov.au/def/agift/Retirement-income,https://data.naa.gov.au/def/agift/FINANCE-MANAGEMENT,Retirement income
https://data.naa.gov.au/def/agift/Retirement-saving,https://data.naa.gov.au/def/agift/Retirement-income,Retirement saving
https://data.naa.gov.au/def/agift/Revenue-raising,https://data.naa.gov.au/def/agift/Taxation,Revenue raising
https://data.naa.gov.au/def/agift/Road-safety-awareness,https://data.naa.gov.au/def/agift/Community-education,Road safety awareness
https://data.naa.gov.au/def/agift/Road-surface-maintenance,https://data.naa.gov.au/def/agift/Road-transport,Road surface maintenance
https://data.naa.gov.au/def/agift/Road-traffic-regulation,https://data.naa.gov.au/def/agift/Road-transport,Road traffic regulation
https://data.naa.gov.au/def/agift/Road-transport,https://data.naa.gov.au/def/agift/TRANSPORT,Road transport
https://data.naa.gov.au/def/agift/Road-transport-safety,https://data.naa.gov.au/def/agift/Road-transport,Road transport safety
https://data.naa.gov.au/def/agift/Rolling-stock-regulation,https://data.naa.gov.au/def/agift/Rail-transport,Rolling stock regulation
https://data.naa.gov.au/def/agift/Rural-community-development,https://data.naa.gov.au/def/agift/COMMUNITY-SERVICES,Rural community development
https://data.naa.gov.au/def/agift/Rural-field-day-promotion,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Rural field day promotion
https://data.naa.gov.au/def/agift/Rural-partnership-programs,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Rural partnership programs
https://data.naa.gov.au/def/agift/SCIENCE,,SCIENCE
https://data.naa.gov.au/def/agift/SECURITY,,SECURITY
https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,,SPORT AND RECREATION
https://data.naa.gov.au/def/agift/STATISTICAL-SERVICES,,STATISTICAL SERVICES
https://data.naa.gov.au/def/agift/Satellite-communication,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Satellite communication
https://data.naa.gov.au/def/agift/School-education,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,School education
https://data.naa.gov.au/def/agift/School-transport-regulation,https://data.naa.gov.au/def/agift/School-education,School transport regulation
https://data.naa.gov.au/def/agift/Sea-passengers,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Sea passengers
https://data.naa.gov.au/def/agift/Search-and-rescue,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Search and rescue
https://data.naa.gov.au/def/agift/Search-technology-development,https://data.naa.gov.au/def/agift/Search-and-rescue,Search technology development
https://data.naa.gov.au/def/agift/Seaworthiness,https://data.naa.gov.au/def/agift/Ship-safety,Seaworthiness
https://data.naa.gov.au/def/agift/Seismology,https://data.naa.gov.au/def/agift/Earth-sciences,Seismology
https://data.naa.gov.au/def/agift/Ship-commissioning,https://data.naa.gov.au/def/agift/Ship-safety,Ship commissioning
https://data.naa.gov.au/def/agift/Ship-inspection,https://data.naa.gov.au/def/agift/Ship-safety,Ship inspection
https://data.naa.gov.au/def/agift/Ship-personnel,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Ship personnel
https://data.naa.gov.au/def/agift/Ship-safety,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Ship safety
https://data.naa.gov.au/def/agift/Silvicultural-industry,https://data.naa.gov.au/def/agift/Marine-and-rural-support,Silvicultural industry
https://data.naa.gov.au/def/agift/Small-business-advocacy,https://data.naa.gov.au/def/agift/Small-business-services,Small business advocacy
https://data.naa.gov.au/def/agift/Small-business-development,https://data.naa.gov.au/def/agift/Small-business-services,Small business development
https://data.naa.gov.au/def/agift/Small-business-services,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Small business services
https://data.naa.gov.au/def/agift/Social-club-support,https://data.naa.gov.au/def/agift/Community-recreational-programs,Social club support
https://data.naa.gov.au/def/agift/Social-justice-and-equity,https://data.naa.gov.au/def/agift/COMMUNITY-SERVICES,Social justice and equity
https://data.naa.gov.au/def/agift/Social-media,https://data.naa.gov.au/def/agift/Internet,Social media
https://data.naa.gov.au/def/agift/Social-research,https://data.naa.gov.au/def/agift/COMMUNITY-SERVICES,Social research
https://data.naa.gov.au/def/agift/Soil-preservation-programs,https://data.naa.gov.au/def/agift/Conservation-programs,Soil preservation programs
https://data.naa.gov.au/def/agift/Spatial-information-research,https://data.naa.gov.au/def/agift/SCIENCE,Spatial information research
https://data.naa.gov.au/def/agift/Special-needs-programs,https://data.naa.gov.au/def/agift/School-education,Special needs programs
https://data.naa.gov.au/def/agift/Special-needs-services,https://data.naa.gov.au/def/agift/HEALTH-CARE,Special needs services
https://data.naa.gov.au/def/agift/Special-operations,https://data.naa.gov.au/def/agift/Military-operations,Special operations
https://data.naa.gov.au/def/agift/Spectrum-management,https://data.naa.gov.au/def/agift/Radio-communication,Spectrum management
https://data.naa.gov.au/def/agift/Sport-and-fitness-development,https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,Sport and fitness development
https://data.naa.gov.au/def/agift/Sporting-facilities-management,https://data.naa.gov.au/def/agift/Public-land-management,Sporting facilities management
https://data.naa.gov.au/def/agift/Sporting-grants-administration,https://data.naa.gov.au/def/agift/Sport-and-fitness-development,Sporting grants administration
https://data.naa.gov.au/def/agift/Sports-drugs-monitoring,https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,Sports drugs monitoring
https://data.naa.gov.au/def/agift/Statistical-collection,https://data.naa.gov.au/def/agift/STATISTICAL-SERVICES,Statistical collection
https://data.naa.gov.au/def/agift/Statistical-design,https://data.naa.gov.au/def/agift/STATISTICAL-SERVICES,Statistical design
https://data.naa.gov.au/def/agift/Statistical-standards,https://data.naa.gov.au/def/agift/STATISTICAL-SERVICES,Statistical standards
https://data.naa.gov.au/def/agift/Statistics-dissemination,https://data.naa.gov.au/def/agift/STATISTICAL-SERVICES,Statistics dissemination
https://data.naa.gov.au/def/agift/Stock-market-regulation,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Stock market regulation
https://data.naa.gov.au/def/agift/Strategic-decisions,https://data.naa.gov.au/def/agift/Defence-strategic-policy,Strategic decisions
https://data.naa.gov.au/def/agift/Strategic-planning,https://data.naa.gov.au/def/agift/Defence-strategic-policy,Strategic planning
https://data.naa.gov.au/def/agift/Superannuation-regulation,https://data.naa.gov.au/def/agift/Retirement-income,Superannuation regulation
https://data.naa.gov.au/def/agift/TOURISM,,TOURISM
https://data.naa.gov.au/def/agift/TRADE,,TRADE
https://data.naa.gov.au/def/agift/TRANSPORT,,TRANSPORT
https://data.naa.gov.au/def/agift/Tabling-of-official-documents,https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,Tabling of official documents
https://data.naa.gov.au/def/agift/Tariff-regulation,https://data.naa.gov.au/def/agift/Import-regulation,Tariff regulation
https://data.naa.gov.au/def/agift/Taxation,https://data.naa.gov.au/def/agift/FINANCE-MANAGEMENT,Taxation
https://data.naa.gov.au/def/agift/Taxation-compliance,https://data.naa.gov.au/def/agift/Taxation,Taxation compliance
https://data.naa.gov.au/def/agift/Telecommunications,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Telecommunications
https://data.naa.gov.au/def/agift/Telephone-services,https://data.naa.gov.au/def/agift/Telecommunications,Telephone services
https://data.naa.gov.au/def/agift/Television-broadcasting,https://data.naa.gov.au/def/agift/Broadcasting,Television broadcasting
https://data.naa.gov.au/def/agift/Temporary-entry-arrangements,https://data.naa.gov.au/def/agift/Travel-authorisation,Temporary entry arrangements
https://data.naa.gov.au/def/agift/Termination-processes,https://data.naa.gov.au/def/agift/Human-resources-development,Termination processes
https://data.naa.gov.au/def/agift/Territories-administration,https://data.naa.gov.au/def/agift/Public-administration,Territories administration
https://data.naa.gov.au/def/agift/Tertiary-education,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,Tertiary education
https://data.naa.gov.au/def/agift/Tourism-industry-development,https://data.naa.gov.au/def/agift/TOURISM,Tourism industry development
https://data.naa.gov.au/def/agift/Tourist-event-promotion,https://data.naa.gov.au/def/agift/TOURISM,Tourist event promotion
https://data.naa.gov.au/def/agift/Town-planning,https://data.naa.gov.au/def/agift/Civic-management,Town planning
https://data.naa.gov.au/def/agift/Trade-development-programs,https://data.naa.gov.au/def/agift/TRADE,Trade development programs
https://data.naa.gov.au/def/agift/Trade-expositions,https://data.naa.gov.au/def/agift/TRADE,Trade expositions
https://data.naa.gov.au/def/agift/Trade-measurement-compliance,https://data.naa.gov.au/def/agift/TRADE,Trade measurement compliance
https://data.naa.gov.au/def/agift/Trade-practices-compliance,https://data.naa.gov.au/def/agift/Fair-trading-compliance,Trade practices compliance
https://data.naa.gov.au/def/agift/Trademark-registration,https://data.naa.gov.au/def/agift/Intellectual-property-management,Trademark registration
https://data.naa.gov.au/def/agift/Trainee-programs,https://data.naa.gov.au/def/agift/Vocational-education,Trainee programs
https://data.naa.gov.au/def/agift/Transport-access-schemes,https://data.naa.gov.au/def/agift/COMMUNITY-SERVICES,Transport access schemes
https://data.naa.gov.au/def/agift/Transport-accessibility,https://data.naa.gov.au/def/agift/Public-transport,Transport accessibility
https://data.naa.gov.au/def/agift/Transport-infrastructure-development,https://data.naa.gov.au/def/agift/TRANSPORT,Transport infrastructure development
https://data.naa.gov.au/def/agift/Transport-network-maintenance,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Transport network maintenance
https://data.naa.gov.au/def/agift/Travel-authorisation,https://data.naa.gov.au/def/agift/IMMIGRATION,Travel authorisation
https://data.naa.gov.au/def/agift/Travel-missions,https://data.naa.gov.au/def/agift/TOURISM,Travel missions
https://data.naa.gov.au/def/agift/Treaty-administration,https://data.naa.gov.au/def/agift/International-treaties,Treaty administration
https://data.naa.gov.au/def/agift/Vehicle-registration,https://data.naa.gov.au/def/agift/Road-transport,Vehicle registration
https://data.naa.gov.au/def/agift/Vehicle-standards,https://data.naa.gov.au/def/agift/Road-transport,Vehicle standards
https://data.naa.gov.au/def/agift/Veterans-entitlements,https://data.naa.gov.au/def/agift/Community-support,Veterans' entitlements
https://data.naa.gov.au/def/agift/Veterans-health-services,https://data.naa.gov.au/def/agift/HEALTH-CARE,Veterans' health services
https://data.naa.gov.au/def/agift/Viticultural-industry,https://data.naa.gov.au/def/agift/Marine-and-rural-support,Viticultural industry
https://data.naa.gov.au/def/agift/Vocational-education,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,Vocational education
https://data.naa.gov.au/def/agift/Volunteer-support-programs,https://data.naa.gov.au/def/agift/Community-recreational-programs,Volunteer support programs
https://data.naa.gov.au/def/agift/Warfare,https://data.naa.gov.au/def/agift/Military-operations,Warfare
https://data.naa.gov.au/def/agift/Waste-management,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Waste management
https://data.naa.gov.au/def/agift/Water-conservation-plans,https://data.naa.gov.au/def/agift/Water-resources,Water conservation plans
https://data.naa.gov.au/def/agift/Water-quality-monitoring,https://data.naa.gov.au/def/agift/Water-resources,Water quality monitoring
https://data.naa.gov.au/def/agift/Water-resources,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Water resources
https://data.naa.gov.au/def/agift/Water-usage-management,https://data.naa.gov.au/def/agift/Water-resources,Water usage management
https://data.naa.gov.au/def/agift/Waterway-management,https://data.naa.gov.au/def/agift/Water-resources,Waterway management
https://data.naa.gov.au/def/agift/Website-development,https://data.naa.gov.au/def/agift/Publishing,Website development
https://data.naa.gov.au/def/agift/Weights-and-measures-standards,https://data.naa.gov.au/def/agift/Applied-sciences,Weights and measures standards
https://data.naa.gov.au/def/agift/Whistleblowing,https://data.naa.gov.au/def/agift/Public-administration,Whistleblowing
https://data.naa.gov.au/def/agift/Wilderness-area-management,https://data.naa.gov.au/def/agift/Natural-heritage-protection,Wilderness area management
https://data.naa.gov.au/def/agift/Wildlife-sanctuary-management,https://data.naa.gov.au/def/agift/Natural-heritage-protection,Wildlife sanctuary management
https://data.naa.gov.au/def/agift/Workers-compensation-schemes,https://data.naa.gov.au/def/agift/Human-resources-development,Workers compensation schemes
https://data.naa.gov.au/def/agift/Workplace-agreement-processes,https://data.naa.gov.au/def/agift/EMPLOYMENT,Workplace agreement processes
https://data.naa.gov.au/def/agift/Workplace-discrimination-monitoring,https://data.naa.gov.au/def/agift/Human-resources-development,Workplace discrimination monitoring
https://data.naa.gov.au/def/agift/Workplace-equity-and-justice-programs,https://data.naa.gov.au/def/agift/Human-resources-development,Workplace equity and justice programs
https://data.naa.gov.au/def/agift/Workplace-training,https://data.naa.gov.au/def/agift/Vocational-education,Workplace training
https://data.naa.gov.au/def/agift/World-heritage-listings,https://data.naa.gov.au/def/agift/ENVIRONMENT,World heritage listings
